,App name,Replier's name,Overall rating,Date of reply,Text
43,MegaNative,Wellversed Health,5/5 stars,"March 3, 2021",The support team is quick to provide resolutions. This is helpful for teams that do not have a complete in-house tech-team. 
44,MegaNative,Sugarplums Temptations,5/5 stars,"March 2, 2021",Built this app for my store and so far working with support they have answered and assisted me all the way. Good UX design for the most part. Had to have the devs on their team make a few tweaks to the color scheme. I highly recommend them.
45,MegaNative,mazajee,5/5 stars,"February 25, 2021","Mobile App Builder ‑ MageNative by CedCommerce is extremely brilliant mobile apps development team who supported my shopify site to get converted into an eCommerce mobile apps within very short span of time , very effective , quality measured development at very affordable prizing , even after development support is very appreciable. "
46,MegaNative,The Christian Restoration Association,5/5 stars,"February 23, 2021",The MageNative team did a great job. I was so close to giving up trying to conform to Apple’s standards but they didn’t. They worked to make sure our app was approved and could still provide our customers with the functionality of an easy-to-use mobile app. Highly recommend!
47,MegaNative,G.C. Gypsey Convenience Center,5/5 stars,"February 23, 2021",I used this app to convert my online store to an APP function. Was easy to switch over and to customise a few things. The team were great and quick to respond. Thanks! 
48,MegaNative,lodomart,5/5 stars,"February 20, 2021","MageNative is a great app for creating a mobile app for your Shopify store and their technical support is excellent and friendly, highly recommended!"
49,MegaNative,ELEK EXPRESS,5/5 stars,"February 20, 2021",This team made building native apps so easy it is amazing. They know what they are doing and most importantly understand the needs of the customer. The result is 100%.
50,MegaNative,Gusto Lounge,4/5 stars,"February 19, 2021","App offers very limited customizable features. However, support is amazing with friendly staff that do development for you.Would recommend."
51,MegaNative,Garry Guette,5/5 stars,"February 17, 2021","We have build together 6 apps. I highly recommend Magenative, they are hard workers, efficient, nice, they listen to your needs. It's really pleasant to work with such professionals. Thanks!"
52,MegaNative,Planète Fruits,5/5 stars,"February 17, 2021","Great app and team, it's the 5th app we are doing together and they work very well. Thank you guys for your work !"
53,MegaNative,Fetch.se,5/5 stars,"February 17, 2021","BEST!!!! Guys, litterally these guys are so helpful and nice, helped me build a app that would have costed me hundreds of thousands dollars.. For almost nothing! Just a few months of work!!! Iam so glad i choose magenative! I give you guys 11/10 becus you respond whitin 24hrs, you help me fix all my problems.Helped me with coding and fixing. We got over 100mails togheter and we nailed the app. Couldnt be happier."
54,MegaNative,Koshali Arts & Crafts Enterprise,5/5 stars,"February 12, 2021",We really appreciate the service provided by MageNative Team.The team helped us to build cutting edge app which is doing amazingly well on the Play Store within few days of the launch.Nice partnership so far!
55,MegaNative,الامين للكمبيوتر و الاتصالات,5/5 stars,"February 6, 2021","Very Good Staff and fast responsive , I have 2 live apps and I am happy with the support and the quality "
56,MegaNative,Kair fashion,4/5 stars,"February 4, 2021",We were able to recreate our shopify store into an app using the help of Magenative mobile app at an affordable price. We had also requested for some customization of some graphics and the Magenative team was helpful in fulfilling them. I'd recommend Magenative to anyone who would like to have an app version of their shopify store at a very reasonable price
57,MegaNative,Paris Select,5/5 stars,"January 29, 2021","This team is just awesome. Personally I'm working with Aneesha and Abhishek and they are very good workers. They know their job, they listen to my needs and make it real very fast. This efficient work is so important for my business, I really do appreciate the way they work. I highly recommend that app and the people behind it."
58,MegaNative,Mercado Philippines,5/5 stars,"January 28, 2021",Great app. Their customer service support is impressive. They have a free trial and their developers can accommodate all the customizations I gave at a reasonable price
59,MegaNative,dhabayihaldaar,5/5 stars,"January 21, 2021",Thanks for you immediate response and support as i am using ur services since 3 months and i had great experienceu and recommend it for everyone to make online business easier
60,MegaNative,5 Seasons Shopping,5/5 stars,"January 18, 2021",I'm so happy for installing the app the support is very friendly some process were hard for me however the customer service is helpful 
61,MegaNative,"An Elegant Expression, LLC",5/5 stars,"January 16, 2021","I highly recommend this app. THe customer service department is very friendly, fast and efficient. Some process were hard to me however response to not only my questions but my concerns were answered immediately. I have not seen app in action. I am downloading and having both IOS and Android reviewed. I will leave another update as I use the app live"
62,MegaNative,Sky Blue กระเป๋าแฟชั่นผู้หญิง,5/5 stars,"January 12, 2021","very nice support team, always get the best support nice APP and easy to use recommend Magenative for everyone"
63,MegaNative,DIVISION,5/5 stars,"January 11, 2021","Very Good App and service team.Recommend this appEasy to use, and build your mobile app in easy steps"
64,MegaNative,TheDropShipBoutique,5/5 stars,"January 8, 2021","This app creator works well! I love that for $300 a YEAR I can get my app on IOS and Android platforms! My app is for subscribers only so I did have some customization done, which was a little extra, but was well worth it and my customers love it! This service DOES take awhile to get going though....I wasn't prepared so I had to get my developer accounts all set up after my app was done."
65,MegaNative,Grocerli,5/5 stars,"January 8, 2021",one of the best app. using since last year and facing almost zero issues. very quick support. thanks :-)
66,MegaNative,The Creative Style Kuwait,4/5 stars,"January 7, 2021","App developer team is very good, fantastic support from team, quick support.APP is developed in proper co-ordination as per our requirements. "
67,MegaNative,Les Primeurs,5/5 stars,"January 7, 2021",Great app and team. They are really dedicated to your issues and do their best to make it solved. I really do appreciate that!
68,MegaNative,KEC Online Shop,5/5 stars,"January 6, 2021",The app is very simple to use. The support from the Magenative Team was excellent and they assisted well in the initial roll out of our Apps. Quick response by the Magenative development team is much appreciated. The team had responded quickly to our queries with regards to certain design alterations in the apps.
69,MegaNative,Casinetto,5/5 stars,"January 6, 2021",A good app to convert your store to an app. The support from the developers is also quick to iron out any issues and develop features to optimise it further. I would recommend this app for anyone looking at creating an app for their store
70,MegaNative,MELLIROSE,5/5 stars,"January 5, 2021","I purchased the GROWTH version and this company and their team went above and beyond to help me create the perfect mobile app for the iPhone and android. I honestly cant express how happy I am. I've always wanted a app for my store and now I have it! The best decision I've made, and one of the BEST apps I've downloaded for my shopify store! Thank you guys so much. I truly appreciate it! If I can give magenative 10 stars I would. Highly recommend!!"
71,MegaNative,Vasega By Mia,5/5 stars,"December 28, 2020",I used this app for my shopify store. The support are very good and helpful. They responded quickly and fixed anything I wanted to and explained clearly every step I needed to follow to achieve results. I definitely will keep working with them. 
72,MegaNative,Gaucho Kosher,5/5 stars,"December 23, 2020","I made an app from my e-commerce shop and it was very easy, following every step they gave to me. They provide you all the information you could need and all the help you ask for. I felt truly confident about this team work. I recommend."
73,MegaNative,Half Price Books India,5/5 stars,"February 5, 2021","A further update - the Half Price Books app is now live on the apple app store...thanks much to the magenative team for a very quick turnaround and a wonderful and functional app. I would strongly recommend magenative for app development...great work...much appreciated...thanks again __________________ Never thought the migration from Website to a Mobile App would be so simple , that too all in sync...the team is very helpful, supportive and most importantly very very very prompt. We were in a dilemma about the cost of building and developing an app for our website www.halfpricebooks.in but magenative made it very simple and we now have an app as well...very happy and very satisfied."
74,MegaNative,Feedelon,5/5 stars,"December 18, 2020","The app is great, user friendly and looks good. The customer service is very good, they have been trying to help me with anything I asked for and they are very accommodating. I strongly recommend it ! "
75,MegaNative,Golden Hour Shop,5/5 stars,"December 17, 2020",I never thought that creating an app was so easing with magenative. Good team very helpful. I recommend anyone who's starting new. 
76,MegaNative,CCP,5/5 stars,"December 15, 2020",I absolutely recommend Aman if you have any issue or any question to ask. He really takes his time to help you in the best possible way. I would give him 6 Stars if that would be possible !
77,MegaNative,M*A*D*E* I*N*C*,5/5 stars,"December 14, 2020","I’m happy to be back on the Magenative app platform. I’ve used them in the past and was disappointed in the slow response time (I must say has improved GREATLY) and that caused me to switch platforms. The platform I switched to looked good but they lack some important features such as scheduling post and it would always freeze up not to mention some links didn’t work. So I figured I’ll go back and try the Magenative platform again and to my surprise the response time has improved as I stated before, but I was even more impressed/excited to see there was completely new and redesigned panel which works even smoother than before and has a cleaner interface. Oh yeah I almost forgot about the option of integration features they have incorporated. They also have some of the best pricing. "
78,MegaNative,Badrishop,5/5 stars,"December 10, 2020","If I can give more than 5 stars I will definitely do, you guys are amazing specially Aman I have been talking with him for a month and he was so knowledgeable and helpful guy, he answered my calls whenever I call and give me answer for all questions, you guys are really amazing specially Aman, Thanks MageNative and thanks Aman,Highly recommend   "
79,MegaNative,Goodwill Wholesale,5/5 stars,"December 6, 2020",Magenative team did a great job in translating our needs into codes and themes. They were able to customize and integrate a complex logic and a custom discount conditions into the mobile app with ease and perfection. Great communication and satisfied with the team’s ability to manage and maintain tasks on time and remotely. Many thanks to the developers of magenative for making our ideas live in appstore and playstore.
80,MegaNative,"787pampao, Inc.",5/5 stars,"December 3, 2020","It's been a year using the services and mobile app of Mega Native, their service is exceptional. Every request is developed in a timely manner and as expected by the team. With dedicated customer service and highly professional developer. I'm my experience working with third-party vendors, I will extremely recommend their service, my clients are satisfied with the mobile app experience, and for me and my business is an A+."
81,MegaNative,Ozdingo,5/5 stars,"March 22, 2021",The team are super helpful and always there to fix or customise features that we wanted to add. Very quick turn around too.
82,MegaNative,Super Mario's Kitchen LLC,5/5 stars,"December 2, 2020",loved the app and it was really good to work with the entire team and i can recommend this app to everyone
83,MegaNative,KAZO,5/5 stars,"December 1, 2020","Nice App, Saved our AWS App hosting cost. Also they are providing other customization work, Grate Work Team :)"
84,MegaNative,Suavino,5/5 stars,"November 30, 2020","The app works fine. It makes you able to create an iOS / Android app quickly. The layout is quite basic, but the (friendly) customer support helps you to customise it. For basic updates, they don't ask any charge. They could be just a bit more organised and assign you a single point of contact (all the communications are on WhatsApp), but their service works fine, and I am happy to use it. "
85,MegaNative,Pixi Egypt,5/5 stars,"November 25, 2020","Very easy to use, very cooperative team. We use it in many stores on Shopify.I definitely recommend this App Builder to anyone."
86,MegaNative,MyCloma,5/5 stars,"November 25, 2020",Magenative has a caring and supportive team. MyCloma was grateful and very happy with the work that was developed
87,MegaNative,The Gilded,5/5 stars,"November 25, 2020",Great app and friendly supporting team. We highly recommend MageNative. We are looking for new features from you guys. 
88,MegaNative,Smash Gadgets,5/5 stars,"November 25, 2020",Just started with this app nice and easy very good support i look forward to working further with them
89,MegaNative,Tack 'n Togs @ Midfeeds,5/5 stars,"November 24, 2020",This has been an amazing experience! The team's support has been incredible. I will highly recommend this app to anyone. Well done MageNative!
90,MegaNative,Elite LUX Store,5/5 stars,"November 23, 2020","Working with MageNative team and especially Aneesha who was point developer on our iOS app has been such a pleasure and amazing experience. We had so many additional requirements, design changes, and the team at MageNative was more than happy to accommodate all our requests without showing any type of push back. We have managed to build a completely custom iOS app specifically tailored to the requirements of our online business, with so many additional features and integrations where Aneesha from MageNative has accepted with open mind all requirements and always figured out a solution for our asks regardless on how challenging the requirement was. We have had also so many last minute requests and changes and additional features, that the team was very happy to tackle for us, and for any bug we found during intensive testing, the team at MageNative rushed to get it resolved in a timely manner. I would also like to highlight the astounding efforts Aneesha has placed on our iOS project to the extent that she would reply over weekends, and late nights working together on the iOS app to respect our deadline for holiday season release. Truly, as much as I write in this review, I can't express enough what a joy and ease it was working with MageNative and especially Aneesha in releasing our iOS app. Thank you so much team for this amazing partnership, and looking forward to updating this review further with more information on our Android release very soon."
91,MegaNative,THE KING OF COLLECTION,5/5 stars,"November 23, 2020","MageNative is easy to control and manage my profile. i done everything fast in 1 day and magenative also done my App in 1 day. after that i have problem in Google play console for Live my App. i wasted my 2-3 days on google play console but later on MageNative message me on my whtaspp then they helped me further .MageNative is not expensive app comparison to others.and they support system also easy and fast , contact service is good. i would say Good Work. Keep it on"
92,MegaNative,Serpentine Fire 215,5/5 stars,"November 20, 2020","I really enjoy the people that work for this company. They are really on their stuff, they address issues with efficiency and really give the client what they’re asking for. This development team deserves a raise! Personal shouts to Aneesha, Shubham, Vivek, & Abhi they deserve some serious coins for the work they put in. I love this company!"
93,MegaNative,Boutique 29eleven,5/5 stars,"November 20, 2020",This is a great app that is perfect for those of us with no app development history. My questions were answered quickly and sufficiently!
94,MegaNative,Ezuvi,5/5 stars,"November 20, 2020","They not only helped me develop and deploy the app, but also did a lots of customization in the app."
95,MegaNative,Gaysfashion.com,5/5 stars,"November 18, 2020","Not only have they completed my project we will be given them 4 more projects to complete. I have to say they have saved us $30,000.00 for a cost of $300 us wow cheap with the best service on time fast to act. I was so impressed that i even joined up and told them to advertise them self on my app and site . A++++"
96,MegaNative,FoodsnGoods,5/5 stars,"November 16, 2020","MageNative is the best way to take your app online soonest. The app enhances your online store. Consumers can checkout your products much easier. Our internal testiung found that on the online store i took the customer 17 Steps to buy our product. On the Magnetaive app the customer could purchase our app with just 3 easy steps. The Magenative team is always professional and respond at any time when they are called upon, resolving issues quickly. We are extremely please with the Magenative app."
97,MegaNative,Tracey Jane Fashion,5/5 stars,"November 13, 2020","Professional Team, Very Proactive, They've done fantastic work on our app, I highly recommend them, and I'm looking forward to working with them further on this project, and on other projects "
98,MegaNative,Mkhznkom,5/5 stars,"November 13, 2020","I used the App created by Magenative team, i would like to recommend them in case you need responsive apps builder support team."
99,MegaNative,Lafaaro,5/5 stars,"November 12, 2020",Awesome app available on Apple and Android platforms. Easy to setup and deploy. Very helpful customer service. 
100,MegaNative,Modish Lily,5/5 stars,"November 12, 2020","Everyone within the company was such a great help! From the first time I asked questions day 1, until the App was completed. They were all very quick to respond and incredibly helpful. I struggled for at least 3 weeks with Apple Developers to get my account approved, and the staff here was always there to help in any way. Not only would I recommend this company and their App service, but I am so excited to see what other products and features they launch so I can be in line to try them out! Thank you all so much for your hard work, and I am so excited to continue working with you! Modish Lily"
101,MegaNative,panduwu.com,5/5 stars,"November 11, 2020",Its good af. Their customer service is good.I would love to try them more in future for new projects.
102,MegaNative,Boutiquefast,5/5 stars,"November 7, 2020",Really amazing team !! Always there when you have any issue or Inquiry and there action is very quick. Highly recommended!!
103,MegaNative,Bella bloom415,5/5 stars,"November 6, 2020","They are wonderful and professional and most they let you know updates every step of the way, they created my business mobile app and I’m so thankful for their dedication and excellent service and I will definitely use them again and I recommend them there the best I seen and mostly their honest and loyal and they finished my app sooner than expected. Thank you so much for your hard work I wish you the best"
104,MegaNative,The Figaro Group Online,5/5 stars,"December 10, 2020","Support are fast and very friendly, they will guide you how to make your website a mobile apps, or they will do it all for you.All you need to do is wait for the approval of the apps and start selling on mobile apps Thanks Magenative and support team Just Try the new Dashboard really user friendly and do it your self, plan to set the Growth Plan for us to edit our apps anytime... Keep it up Magenative Team!!!"
105,MegaNative,Paper Cart Online,5/5 stars,"November 2, 2020",The teamwas very helpful in making the application on google play. I do not have any idea on how to make an app but they guided me and virtually did everything for me. I'm now waiting for my confirmation on apple store so that i can publish my app there and advertise to my customers that we have apps on both stores. Thank you magenative. They have the best customer service. 
106,MegaNative,GO-TOY,5/5 stars,"November 2, 2020","It is a great App for iOS and Android. Easy to install and friendly customer service. They will create Whatsapp group from day one to follow up and they will do what you need. I highly recommend them. I am using two Apps with them already. The design of the App is little bit old style, but it does what you need. I would recommend that the new update of version to have more themes and styles."
107,MegaNative,Ambica Tradelink,5/5 stars,"November 2, 2020",Very swift! They'll help you extensively. Great Customer Support! Other app makers quoted me 7 days for Google to approve. They said 3-4 days and it got done within that! Kudos to Utkarshika for the quick response and support! 
108,MegaNative,ALHIWRI,5/5 stars,"October 30, 2020",nice app i recommend all to try it for now thank you for your beautiful app im very enjoy to use this app 
109,MegaNative,Queen cosmetics,5/5 stars,"October 30, 2020",The customer service/support has been great. Every change/addition I’ve asked for has been meet. Newbie friendly and well worth it!
110,MegaNative,Gildas Mobile Market,5/5 stars,"October 30, 2020","Really big help for ecommerce. Very hands on support, newbie friendly services. Value for money. I will surely avail more of their services in the future."
111,MegaNative,Toys tastic,5/5 stars,"October 29, 2020","It is a very good experience on MageNative, very nice customer service, and fix all our request quickly. Recommend to the people who need to establish the app but dont know how to write the code. "
112,MegaNative,Wool and Flax Boutique,4/5 stars,"October 28, 2020",This app is beautiful very user friendly and my customers really enjoy it. Very easy to set up and customize. 
113,MegaNative,عالم التنزيلات,5/5 stars,"October 23, 2020","I like the app quality, service simplicity and the professional and collaborate dev support team :) "
114,MegaNative,متجر اكسسواري,5/5 stars,"October 22, 2020",Awesome company to work with. Easy install. They are prompt to help & answer any questions. Highly recommend this company for your mobile app! thanks to your wonderful team Owning the app just got easier with you 
115,MegaNative,BottleKeep,4/5 stars,"October 20, 2020",Easy & straight forward service from them. Team is always there to assist. I believe the area they can improve is to ensure they run the API thoroughly before sending the finish product to avoid time wasting. But this is App development so there's bound to be bugs etc. 
116,MegaNative,Willowing Rose Boutique! Formerly Sassy Chic Clothing Boutique,5/5 stars,"October 19, 2020",Awesome company to work with. Easy install. They are prompt to help & answer any questions. Highly recommend this company for your mobile app! 
117,MegaNative,dilligaf.store,5/5 stars,"October 17, 2020","Fantastic People to work with. Ignore what other people has said about these people. My app was uploaded to the App Store in 4 working days. They are very helpful and happy to help, setting everything with what you like in your app. The team is very polite and very friendly. The Support time is brilliant. The Design team is fantastic and very eager to sort you out and Publish your app to the App Store or play store. There are videos of how to start using there system and to Publish to the App Store. Many Thanks Harry "
118,MegaNative,"DIGITAKEY, LLC",5/5 stars,"October 9, 2020",First off. Let me say this Team is Awesome! They have helped us through every step. If we have questions or issues. They have the answer. Bow to the Great Saumya. Who has given great advice and solved many issues we have come across. Great customer support. I have access to them via Skype. Get this Team. You will not be disappointed. THE DIGITAKEY TEAM. Thank you :)
119,MegaNative,n’shpishop,5/5 stars,"September 29, 2020",A great company to have your needs fulfilled on time. Magenative team is a good and supportive team in terms of their customer service. Dedicated support from magenative is a great factor that makes a difference. 
120,MegaNative,The Golden Dandelion,5/5 stars,"September 28, 2020","I have no idea why there are low ratings on this app. I am very pleased and the ease of which it was to set up was great. When i had a question someone from the engineering team was quick to respond, even with the time zone difference. Great service!! Wish they had an affiliate program!"
121,MegaNative,EnaxMart,1/5 stars,"September 26, 2020","It was big mistake to go with them. Our business heavily suffered due to the poorly developed app(bugs, crashes,etc). I somehow think that as a strategy they have kept the monthly subscription low and they share a mediocre app reference in the beginning and ask clients for some customizations charges. Once the client has paid through time and money to improve the app, it becomes hard to switch. Seems like a perfect bait. Unfortunately, we discovered it too late. To add, there is no quality control, no one managing the service. You would be left to some developer who is in a different world and does not give a hoot about your business. Just a heads up for people considering to use this app. "
122,MegaNative,Harks.in,5/5 stars,"September 16, 2020",A great company to have your needs fulfilled on time. Magenative team is a good and supportive team in terms of their customer service. Dedicated support from magenative is a great factor that makes a difference. Give it a try...
